uuid;Country;user_location;latitude;longitude
316638d6-5959-4631-bc22-25a291106aa6;182;(35.95952533061375, 66.45560790024369);35.95952533061375;66.45560790024369
557e433f-cd5c-47d5-b3cd-d08d3ce7553f;182;(32.65258450276693, 65.41807382342577);32.65258450276693;65.41807382342577
bdee44d9-5b39-4a5f-957f-5594fd42ff65;182;(35.71801747142874, 68.11402457565188);35.71801747142874;68.11402457565188
b7dca464-1c60-4913-8b4f-67af91ebdc4f;182;(30.40608051088384, 65.06993191482202);30.40608051088384;65.06993191482202
d92d74f4-975d-4815-b8b9-b50ef929f360;182;(30.471116359729663, 63.83016561736037);30.471116359729663;63.83016561736037
22d6bdab-e1da-44fd-9abc-1ca579b10aef;202;(-12.099035219113226, 18.388683592787817);-12.099035219113226;18.388683592787817
e8eab16c-3658-4d7a-9713-1b7194486229;202;(-14.61964027375651, 14.75492579594713);-14.61964027375651;14.75492579594713
2e181d49-d462-4fec-87e6-bc5c62f1b3a7;202;(-14.782704543307212, 20.33715391159619);-14.782704543307212;20.33715391159619
fc4620a9-fb3e-4250-a8d8-446ffcc10f72;202;(-9.471139926732576, 19.487430459021553);-9.471139926732576;19.487430459021557
c5fbb270-7e3f-40e7-9dec-d131ea37c3e5;202;(-17.32756244699847, 18.176111374632654);-17.32756244699847;18.17611137463265
057dd19c-ad88-4294-bc25-69182f099bda;202;(-13.23812150705817, 14.81637895685943);-13.23812150705817;14.81637895685943
d762a07c-dcf0-477e-84e5-cd53c620c55c;202;(-9.121217310297686, 18.783748799083455);-9.121217310297686;18.78374879908345
db6c4141-3bc8-4d12-aa4f-e6307e972bc0;202;(-10.005903221981205, 18.23997490365803);-10.005903221981203;18.23997490365803
c4153513-462b-458c-8f2e-d6dc280484ae;202;(-8.89493708222858, 14.850798100211524);-8.89493708222858;14.850798100211524
2f709b7d-7704-4567-8e69-7b01d5758478;202;(-14.479294307899941, 13.343783422521756);-14.47929430789994;13.343783422521756
44db8f1e-307b-4aaa-bb5b-dfca6fcf747d;202;(-12.94969214225425, 18.425149167086673);-12.94969214225425;18.425149167086676
66af114a-ecd4-402d-99d4-d09230eeb040;202;(-10.664893079653382, 20.183258002375993);-10.664893079653382;20.183258002375997
b524dd0c-b96e-4d72-9f76-d148e6bd6bee;202;(-11.339789620351738, 22.07552247374592);-11.339789620351738;22.07552247374592
cd41214a-f901-4816-bd53-b469d133a0b7;202;(-7.354934044097977, 13.810838504320738);-7.354934044097977;13.810838504320738
3996ea3f-0a1e-431b-b712-0a4c463e1ad8;202;(-11.2615776781827, 18.086256028717685);-11.2615776781827;18.086256028717685
733a0600-2869-40af-a1cb-21bfca6ae7b8;202;(-8.146254411278345, 18.14118806865005);-8.146254411278345;18.14118806865005
d99b9e5b-30f0-42e5-898f-e086c3d42b42;202;(-12.076826790224704, 14.915796703323112);-12.076826790224704;14.915796703323112
61b5fce6-3f97-484c-a27c-602be196f29c;202;(-11.486554295863202, 22.1584752343176);-11.486554295863202;22.1584752343176
d3b8d137-f6d6-405a-8460-a23b85e9218e;202;(-11.967536201138238, 20.85668689819657);-11.967536201138238;20.85668689819657
5e570ba2-997e-4edd-91f4-de24a315c978;202;(-11.263111349657464, 15.331757985526686);-11.263111349657464;15.331757985526686
5a62251a-a631-4835-b9a5-c6d09091dc72;202;(-6.923883940647517, 15.334788752933115);-6.923883940647517;15.334788752933116
ea122d3a-aa3d-4ee4-9ba0-5fa6e3ff3470;202;(-17.095885487128573, 14.474926331210412);-17.095885487128573;14.474926331210412
2eb9eff3-9554-4b15-bd03-b17783ca3b98;202;(-14.131741839273136, 15.68196289208311);-14.131741839273136;15.68196289208311
a6272d8b-1b14-4912-9b18-36eb393c0007;202;(-10.936599753654166, 19.730219794182908);-10.936599753654166;19.730219794182908
523b714f-b7d1-465b-b34c-2d8c2104120c;202;(-9.947365787924449, 14.268739196610472);-9.947365787924449;14.268739196610472
698c5c36-5f4b-4c44-b56c-b719be0f8a21;202;(-16.16820178090265, 18.806399265331606);-16.16820178090265;18.806399265331606
d9497ba0-ed05-44d8-99de-bdfee21945a3;202;(-10.998083695466635, 15.822678366103306);-10.998083695466637;15.822678366103306
18f0d959-a615-4c62-b9fe-56331e14ae48;202;(-16.221707986633756, 16.80890077496197);-16.221707986633756;16.80890077496197
7c369d40-5c2a-4f6a-926b-1e026fadd070;202;(-16.45946963848077, 18.147200739996883);-16.45946963848077;18.147200739996883
ba5ef78b-2e01-4c51-8f45-6ee61eda83d9;202;(-7.772713603723567, 16.2598802477523);-7.772713603723567;16.2598802477523
b2cfe322-d15d-4d30-a371-8e2820ae62a3;202;(-11.396006612794949, 23.567721251606763);-11.396006612794949;23.567721251606763
ce18df7a-dac1-4914-8957-47597241ee55;202;(-17.370549319170742, 22.230171883594096);-17.370549319170742;22.230171883594096
55fac154-2d60-44ea-b53b-386ff791abb5;202;(-12.325918532237239, 22.339327358302885);-12.32591853223724;22.339327358302885
59bc32aa-d5a6-415b-8cb3-5cbc5304b3d5;202;(-10.035966376486343, 15.447820223777871);-10.035966376486344;15.447820223777873
7f0618fb-7430-4902-ba35-0e6ac6455bba;202;(-7.994260475126156, 16.205230118060307);-7.994260475126156;16.205230118060307
7253dfab-411f-4ad5-9e82-896a54a418ea;202;(-16.473753615604558, 15.081551342499086);-16.473753615604558;15.081551342499086
657180fe-6d54-4387-9605-2248f70a3607;202;(-15.619489875591896, 12.314211328585932);-15.619489875591896;12.314211328585932
f3f6b191-4804-47e4-a958-3fdfff6dda07;202;(-11.445906471755325, 18.38515716840702);-11.445906471755324;18.38515716840702
ffada7a3-4cb6-43d4-a15e-97911310f5b5;202;(-17.420033933126195, 19.188546861705234);-17.420033933126195;19.188546861705237
4e13dae6-4b75-495c-821b-022e230dd5d5;202;(-8.575937213162591, 20.86337399136614);-8.575937213162591;20.86337399136614
d33d3e5c-69a0-4ec3-a6d0-aa46f835c366;238;(18.204134087353673, -63.062201207781065);18.204134087353676;-63.062201207781065
a6aaa206-f661-4dff-9b83-e975e85302cc;238;(18.220566995480095, -63.02261317043009);18.22056699548009;-63.02261317043009
9648138e-15d0-41e4-a204-f62e161a0ba4;238;(18.2584496055254, -62.98576315598575);18.2584496055254;-62.98576315598575
cfc1ead2-59ca-4de2-84f4-455fb0544883;238;(18.187045912141343, -63.12246012589979);18.187045912141343;-63.12246012589979
b542018f-ace5-4b32-8cac-d98eb529d9b3;238;(18.195283547850554, -63.1340257489342);18.195283547850558;-63.1340257489342
dce3eaf5-18bd-4d67-bc39-0f8360e07b09;238;(18.266517107687374, -62.9943864516678);18.26651710768737;-62.9943864516678
2e1543ae-c39b-44f9-be95-bd31037febc7;238;(18.207180159731486, -63.1171490243232);18.20718015973149;-63.1171490243232
07388ca4-4652-473b-a1eb-302f5bcd5fa2;238;(18.26642491351484, -62.9867052818036);18.26642491351484;-62.9867052818036
e0ef8565-fdc4-4eda-8f07-8381b8c14460;238;(18.20493673096767, -63.08623072116707);18.20493673096767;-63.08623072116707
80590e8d-6e4e-4264-9ba1-8d260992c47e;238;(18.2081041835752, -63.06891741063843);18.2081041835752;-63.06891741063843
1fcaba5d-ab3a-4354-95ea-f25233652198;238;(18.242389287609573, -63.027251315233194);18.242389287609573;-63.0272513152332
83b0b1cf-9fa9-4e78-8e88-a6e96464457f;238;(18.272591125322034, -62.98882255123753);18.272591125322037;-62.98882255123753
e16b9676-2bad-4ee6-81f3-6d2506da0924;238;(18.221505436120573, -63.0586204264346);18.221505436120573;-63.0586204264346
1d98ab3c-9268-47ba-870a-c0fbc6227cf2;238;(18.184552161695176, -63.15277643341955);18.184552161695176;-63.15277643341955
d51667c2-1d54-49ce-958e-a6b5eec75f05;238;(18.16918768868026, -63.15708935031095);18.16918768868026;-63.15708935031095
b92d10e0-c745-438c-9c42-ddbaa6f963ae;238;(18.220597530613418, -63.070210395743885);18.220597530613414;-63.070210395743885
d641441f-fe41-4193-9ece-f6b199e9c854;238;(18.236978280564156, -63.05566158402902);18.23697828056416;-63.05566158402902
a8e3527c-69e3-4369-8c61-b1d343f11c6b;238;(18.24640607706246, -63.03650807769646);18.24640607706246;-63.03650807769646
d9a82d72-11d1-4365-a7ef-cec3eefac33d;238;(18.274284741204465, -62.990369870918904);18.274284741204465;-62.9903698709189
231e95bd-0bde-4b03-92fe-282c5c30f9f5;238;(18.256714175908037, -62.99406367794025);18.25671417590804;-62.99406367794025
0d47ab09-7b66-43a3-8552-4b4e415ebcae;238;(18.215240768755077, -63.051300926851326);18.21524076875508;-63.051300926851326
aa3d512c-4a7c-43b1-9d08-40513784ded0;238;(18.19052753453991, -63.13951732494722);18.19052753453991;-63.13951732494722
2a14caec-7a13-4002-9340-36710e29372b;238;(18.26179485369466, -63.004890656791304);18.26179485369466;-63.0048906567913
28166bf9-eedb-4a27-960a-50e4e319956d;238;(18.193346343181613, -63.11570589308377);18.193346343181613;-63.11570589308377
b52db760-902f-420a-9d74-1d82a37eabb1;238;(18.20437232741791, -63.0815139722664);18.20437232741791;-63.0815139722664
b6bbab71-2e37-453c-ae19-413ad322c078;238;(18.2277903224505, -63.033749583733396);18.2277903224505;-63.0337495837334
f5361992-ff46-4924-b61d-44a00ccedb9d;238;(18.22658239648097, -63.029864662245394);18.22658239648097;-63.029864662245394
e58f1700-7130-4c16-81bf-d3f7c0a71fd4;238;(18.262815445828018, -63.029994277403716);18.262815445828014;-63.02999427740372
7a898830-889f-4ddd-8ac3-ef4059dda9f9;238;(18.199765258984193, -63.089752745647324);18.199765258984197;-63.08975274564733
8837d1e5-cde5-4d79-a7c4-9f8b15b53ce0;238;(18.249162099279886, -63.04020154358756);18.24916209927989;-63.04020154358756
929aa842-0841-489a-869f-03be23d9564b;238;(18.20962007501815, -63.084552711480264);18.20962007501815;-63.08455271148026
03788c2d-d5e0-4fae-9704-9ad1ac2c73cf;238;(18.197165714314394, -63.07216159925855);18.197165714314394;-63.07216159925855
21bafc54-cbb2-4022-b94f-0ad8c7eda606;238;(18.26761928529709, -63.00734515396851);18.26761928529709;-63.00734515396851
7ea0f5fb-dd01-4ea2-be64-781f0eaed653;238;(18.248490480710416, -62.998808436631215);18.248490480710416;-62.998808436631215
c7b9f40a-0e9d-4fe6-8954-35666efca18d;238;(18.198317797694322, -63.13449500592688);18.19831779769432;-63.13449500592688
4affa673-ba06-4534-9ae4-93b586a2587b;238;(18.253765995267837, -63.03170316639565);18.25376599526784;-63.03170316639565
a810793a-2ade-4f68-af07-0cdce7c8ebc9;238;(18.252961525211845, -63.021235431196494);18.252961525211845;-63.021235431196494
ac14fbed-e83f-4f2e-aed0-d94f4c9949d8;238;(18.23663435934894, -63.05369637460492);18.23663435934894;-63.05369637460492
d922fe04-8eb6-4b1b-bd5a-54112c4cd7ba;238;(18.22538820428663, -63.039452846762586);18.22538820428663;-63.039452846762586
251bb95c-a11c-4c8c-9168-b4b04c5f7300;238;(18.20176605974155, -63.11360255937786);18.20176605974155;-63.11360255937786
74a2840b-648d-441b-b4f8-893c2c16657e;214;(42.15906025891812, 19.547092849670562);42.15906025891812;19.54709284967056
a92d6de3-844a-4dd2-9eba-e7f225e8186f;214;(41.13247688465627, 19.632889717804943);41.13247688465627;19.632889717804943
a55f3da6-1120-485c-bced-83e47f771d73;214;(42.00966163433998, 19.47271173343353);42.00966163433998;19.47271173343353
abc56c25-55fb-495b-934b-b55240f76b83;214;(41.837627764654314, 19.856752669727364);41.83762776465432;19.856752669727364
55749672-284d-4acc-a22a-613c445abb37;214;(41.82707444774714, 19.994107724825085);41.82707444774714;19.994107724825085
5da978ed-5232-429b-bb4d-48dbd0cf1d59;214;(41.49332187282675, 19.737249173033934);41.49332187282675;19.73724917303393
c2ef7052-fc1d-42c6-a234-9e445bd19a8e;214;(40.67101875764427, 20.75617509751266);40.67101875764427;20.75617509751266
fb041e02-1883-41b9-b9df-18358d4d1ba5;214;(42.207266482998364, 19.956312604583328);42.20726648299837;19.956312604583328
0a44e8e5-9d26-4cfd-b1dc-e03e3146ba6e;214;(41.682811972995935, 20.46589500983645);41.682811972995935;20.46589500983645
8ce0508f-5009-4ed4-80aa-0801cc401638;214;(41.62110638460963, 20.329103668922492);41.62110638460963;20.32910366892249
7c24829f-6548-4b11-87a7-e51ec9fbb7ab;214;(42.02783522343988, 20.005085083533274);42.02783522343988;20.005085083533277
5e6632a5-a71a-486d-8dcb-c8c214f48dda;214;(41.3584868548529, 20.30312674210056);41.3584868548529;20.30312674210056
39fee541-aa92-473a-a8ba-dc1d78927396;214;(42.47124139632455, 19.70792227722063);42.47124139632455;19.70792227722063
5fd4fac7-4233-440b-888d-ed02b6871573;214;(41.506250233828816, 19.740098006986443);41.506250233828816;19.740098006986443
242f9290-5536-4851-b503-fae343a59997;214;(40.64091889244341, 19.544489820935024);40.64091889244341;19.544489820935024
df1397eb-afe2-483a-8d81-09e55a9b23c0;214;(41.13145404414982, 19.63310651122067);41.13145404414982;19.63310651122067
92b83249-4fee-4e77-8170-69e6807c91b7;214;(41.45516990282921, 20.18494406570305);41.45516990282921;20.18494406570305
ab4aee96-d90d-4ab0-b160-66d6a17e83d9;214;(42.34179278057661, 20.15930589556426);42.34179278057661;20.15930589556426
817e663b-c939-4c05-8328-6612350546f6;214;(41.907545742447745, 19.74438196454847);41.90754574244775;19.74438196454847
e2dc58be-6766-47c9-bedf-65d7597a2a88;214;(40.73229972918481, 20.246536515757974);40.73229972918481;20.24653651575797
3ecc8994-a585-40a2-91a2-7a53c3604a08;214;(40.98311057811821, 20.608173895788543);40.98311057811821;20.608173895788543
9a8bbc11-dd2a-402e-9741-ac3f5cfc33e6;214;(40.20797645016667, 20.04817879145665);40.20797645016667;20.04817879145665
9a6a3208-438c-4024-89ff-6d8711f02759;214;(39.85838489309723, 20.312174927343335);39.85838489309723;20.31217492734333
a8cab335-6f21-4265-bf24-eefb9c00b745;214;(41.08494872479096, 19.67151028118937);41.08494872479096;19.67151028118937
3e4033a1-b7ba-47d9-8b9e-36d1d08a86b2;214;(40.82644545252622, 20.498908747068743);40.82644545252622;20.498908747068743
82f298b7-2ab9-482c-b585-af8ae74838c2;214;(41.97833440582587, 20.076710908570632);41.97833440582587;20.076710908570632
d162782c-1d80-4ceb-8bbd-519e334f0f33;214;(41.451807398267924, 19.54913136424758);41.45180739826792;19.54913136424758
a25477cf-5dbc-4f8a-bc0c-80d6d5b5c3d2;214;(40.975191804709574, 19.99887460069709);40.97519180470957;19.99887460069709
867784bc-02e4-41e2-8f5d-28c1342dc68b;214;(41.48517796492703, 20.337706156220168);41.48517796492703;20.337706156220168
97a057a0-7a81-4e27-b29a-c4966d5c185e;214;(41.883165388436936, 19.92704549381771);41.883165388436936;19.92704549381771
573e240f-6110-488e-b89d-b8ac0fec1b39;214;(42.22459902666329, 20.027379015588142);42.22459902666329;20.027379015588146
e365145c-cb42-4055-9ca1-0390785eb23f;214;(40.73999159666562, 20.825680777024118);40.73999159666562;20.82568077702412
c6b0095c-d7a1-4f95-af23-8f0531d04011;214;(40.08740169186083, 20.341467990034854);40.08740169186083;20.34146799003485
e7cd83de-9777-4942-84d4-ad853b61bf33;214;(41.94841672449846, 19.554694237976697);41.94841672449846;19.554694237976697
3f3547b9-2903-474b-90f5-6a6817919112;214;(40.98031750857317, 20.252398928832733);40.98031750857317;20.252398928832733
10352500-bd14-43a8-9774-4f078cac36ee;214;(41.65046495814326, 19.915760989856793);41.65046495814326;19.915760989856796
5ad7a155-4661-47b2-9ab5-3b820700b50c;214;(40.82987183104196, 19.487993972213083);40.82987183104196;19.487993972213083
cf03e1cc-7231-4bb3-b171-ef06ea23a231;214;(41.02723243168518, 19.486958761776467);41.02723243168518;19.486958761776467
b97b6771-9ebd-4991-9887-ece3fa338173;214;(41.5605329344286, 20.10024717641407);41.5605329344286;20.10024717641407
c9f43aa1-7976-4580-91eb-7b2317a0d698;214;(41.048841782935085, 19.88398084300028);41.048841782935085;19.88398084300028
3d5ac785-ebf8-4f41-ab7d-a543cfbf25c6;159;(60.18639856337884, 20.13071779554354);60.18639856337884;20.13071779554354
c2511de3-5518-44fc-b8b4-5323c9cd852a;159;(60.19744669528144, 20.064744009727587);60.19744669528144;20.064744009727587
cab47734-09cf-4a60-b844-00ad655137ab;159;(60.056630694370874, 19.946579279292475);60.05663069437088;19.946579279292475
da35fc3e-b1f7-4a1c-a2ec-f16a988d4f1f;159;(60.312526293691704, 20.159910523958843);60.3125262936917;20.159910523958843
493a7e3f-2208-422b-9fe1-975054d9ff0f;159;(60.395001653077976, 19.88387656735039);60.395001653077976;19.88387656735039
3169d1dc-0124-418e-9919-ae912ac6d5e2;159;(60.06368431838342, 20.18357091949241);60.06368431838342;20.18357091949241
2009644e-9105-4b62-872e-4be81251fabc;159;(60.1091879195095, 19.936778471976183);60.1091879195095;19.936778471976183
e16c1a41-e3df-40af-b3af-e83ddb8b62a4;159;(60.21378202340561, 19.683116686768585);60.21378202340561;19.683116686768585
5deb63c4-e449-4fa4-9a92-799d5fcc7955;159;(60.19409236088705, 19.96877015202537);60.19409236088705;19.96877015202537
41a02cb1-6550-4fc5-90d7-0a8a022a4a6a;159;(60.33779342625919, 19.927785029313494);60.33779342625919;19.92778502931349
cb3652c2-5cfc-42b3-8ea6-001cc6a4563b;159;(60.334417529252846, 19.998443238729635);60.334417529252846;19.998443238729635
5d27c00e-fa38-43a0-8638-c1f3b517e93f;159;(60.0704575180398, 20.533603156162354);60.0704575180398;20.533603156162357
8cf08f00-e5e5-4912-aa55-1eb725b97167;159;(60.29634075651163, 20.087614700556234);60.29634075651163;20.087614700556237
25bbc632-9f1f-4e75-9299-9dafe235bd5b;159;(60.262753272656354, 20.074072763214993);60.262753272656354;20.074072763214996
76bcfb96-5389-4e32-b719-8ce5c245bb61;159;(60.10732507428491, 20.28296622906287);60.10732507428491;20.28296622906287
00006e09-d018-4d0c-a949-4453d4739cd8;159;(60.16769777281203, 19.83046377432465);60.16769777281203;19.83046377432465
eaa605b2-a912-44a1-aa0e-f8e1fd763993;159;(60.18590292392019, 19.749497445169844);60.18590292392019;19.749497445169844
a860008c-e60d-4c57-b4ef-cc7362bb4986;159;(60.183752801076395, 20.152433523720614);60.1837528010764;20.15243352372061
0e351477-0e2a-4fa7-976b-1e06e1e8f4d6;159;(60.20201042302601, 19.572084768899366);60.20201042302601;19.57208476889937
